model,origin,mode,level,n_pairs,n_only_ai,n_only_human,n_discordant,bias,dim
qwen3.8-flash,CN,pg,Interpersonal,21,5,0,5,1.0,context
qwen3.8-flash,CN,pg,Markets,21,1,1,2,0.0,context
qwen3.8-flash,CN,pg,Media,21,0,2,2,-1.0,context
qwen3.8-flash,CN,pg,Work,21,1,3,4,-0.5,context
seed-2-1-turbo,CN,control,Academia,24,0,1,1,-1.0,context
seed-2-1-turbo,CN,control,Diplomacy,24,1,0,1,1.0,context
seed-2-1-turbo,CN,control,Fiction,24,0,0,0,,context
seed-2-1-turbo,CN,control,Government,24,0,2,2,-1.0,context
seed-2-1-turbo,CN,control,Interpersonal,24,1,3,4,-0.5,context
seed-2-1-turbo,CN,control,Markets,24,1,1,2,0.0,context
seed-2-1-turbo,CN,control,Media,24,1,0,1,1.0,context
seed-2-1-turbo,CN,control,Work,24,1,2,3,-0.3333333333333333,context
seed-2-1-turbo,CN,de,Academia,21,5,0,5,1.0,context
seed-2-1-turbo,CN,de,Diplomacy,21,0,1,1,-1.0,context
seed-2-1-turbo,CN,de,Fiction,21,1,1,2,0.0,context
seed-2-1-turbo,CN,de,Government,21,4,0,4,1.0,context
seed-2-1-turbo,CN,de,Interpersonal,21,1,1,2,0.0,context
seed-2-1-turbo,CN,de,Markets,21,0,1,1,-1.0,context
seed-2-1-turbo,CN,de,Media,21,1,0,1,1.0,context
seed-2-1-turbo,CN,de,Work,21,2,0,2,1.0,context
seed-2-1-turbo,CN,he,Academia,21,0,0,0,,context
seed-2-1-turbo,CN,he,Diplomacy,21,0,0,0,,context
seed-2-1-turbo,CN,he,Fiction,21,0,0,0,,context
seed-2-1-turbo,CN,he,Government,21,0,0,0,,context
seed-2-1-turbo,CN,he,Interpersonal,21,0,0,0,,context
seed-2-1-turbo,CN,he,Markets,21,0,0,0,,context
seed-2-1-turbo,CN,he,Media,21,0,0,0,,context
seed-2-1-turbo,CN,he,Work,21,1,0,1,1.0,context
seed-2-1-turbo,CN,pg,Academia,21,2,4,6,-0.3333333333333333,context
seed-2-1-turbo,CN,pg,Diplomacy,21,2,0,2,1.0,context
seed-2-1-turbo,CN,pg,Fiction,21,0,0,0,,context
seed-2-1-turbo,CN,pg,Government,21,0,1,1,-1.0,context
seed-2-1-turbo,CN,pg,Interpersonal,21,2,0,2,1.0,context
seed-2-1-turbo,CN,pg,Markets,21,2,0,2,1.0,context
seed-2-1-turbo,CN,pg,Media,21,1,0,1,1.0,context
seed-2-1-turbo,CN,pg,Work,21,0,1,1,-1.0,context
sonnet-5,US,control,Academia,24,2,0,2,1.0,context
sonnet-5,US,control,Diplomacy,23,3,0,3,1.0,context
sonnet-5,US,control,Fiction,24,2,0,2,1.0,context
sonnet-5,US,control,Government,24,2,1,3,0.3333333333333333,context
sonnet-5,US,control,Interpersonal,24,2,1,3,0.3333333333333333,context
sonnet-5,US,control,Markets,24,4,0,4,1.0,context
sonnet-5,US,control,Media,24,0,1,1,-1.0,context
sonnet-5,US,control,Work,24,3,1,4,0.5,context
sonnet-5,US,de,Academia,21,7,0,7,1.0,context
sonnet-5,US,de,Diplomacy,21,2,0,2,1.0,context
sonnet-5,US,de,Fiction,21,6,0,6,1.0,context
sonnet-5,US,de,Government,21,2,1,3,0.3333333333333333,context
sonnet-5,US,de,Interpersonal,21,6,0,6,1.0,context
sonnet-5,US,de,Markets,21,3,1,4,0.5,context
sonnet-5,US,de,Media,21,3,0,3,1.0,context
sonnet-5,US,de,Work,21,6,0,6,1.0,context
sonnet-5,US,he,Academia,21,3,0,3,1.0,context
sonnet-5,US,he,Diplomacy,21,1,0,1,1.0,context
sonnet-5,US,he,Fiction,21,1,2,3,-0.3333333333333333,context
sonnet-5,US,he,Government,21,2,0,2,1.0,context
sonnet-5,US,he,Interpersonal,21,1,0,1,1.0,context
sonnet-5,US,he,Markets,21,0,0,0,,context
sonnet-5,US,he,Media,21,0,0,0,,context
sonnet-5,US,he,Work,21,3,0,3,1.0,context
sonnet-5,US,pg,Academia,21,7,1,8,0.75,context
sonnet-5,US,pg,Diplomacy,21,2,0,2,1.0,context
sonnet-5,US,pg,Fiction,21,10,0,10,1.0,context
sonnet-5,US,pg,Government,21,4,1,5,0.6,context
sonnet-5,US,pg,Interpersonal,21,9,1,10,0.8,context
sonnet-5,US,pg,Markets,21,2,2,4,0.0,context
sonnet-5,US,pg,Media,21,2,1,3,0.3333333333333333,context
sonnet-5,US,pg,Work,21,6,0,6,1.0,context
deepseek-v4-pro,CN,de,Attentional,24,1,1,2,0.0,domain
deepseek-v4-pro,CN,de,Epistemic,24,2,0,2,1.0,domain
deepseek-v4-pro,CN,de,Legal,24,4,0,4,1.0,domain
deepseek-v4-pro,CN,de,Physical,24,2,2,4,0.0,domain
deepseek-v4-pro,CN,de,Rank,24,2,0,2,1.0,domain
deepseek-v4-pro,CN,de,Status,24,3,0,3,1.0,domain
deepseek-v4-pro,CN,de,Wealth,24,2,0,2,1.0,domain
deepseek-v4-pro,CN,he,Attentional,24,0,0,0,,domain
deepseek-v4-pro,CN,he,Epistemic,24,0,0,0,,domain
deepseek-v4-pro,CN,he,Legal,24,2,2,4,0.0,domain
deepseek-v4-pro,CN,he,Physical,24,1,0,1,1.0,domain
deepseek-v4-pro,CN,he,Rank,24,0,0,0,,domain
deepseek-v4-pro,CN,he,Status,24,0,0,0,,domain
deepseek-v4-pro,CN,he,Wealth,24,0,0,0,,domain
deepseek-v4-pro,CN,pg,Attentional,24,3,0,3,1.0,domain
deepseek-v4-pro,CN,pg,Epistemic,24,1,0,1,1.0,domain
deepseek-v4-pro,CN,pg,Legal,24,6,1,7,0.7142857142857143,domain
deepseek-v4-pro,CN,pg,Physical,24,4,1,5,0.6,domain
deepseek-v4-pro,CN,pg,Rank,24,2,2,4,0.0,domain
deepseek-v4-pro,CN,pg,Status,24,1,0,1,1.0,domain
deepseek-v4-pro,CN,pg,Wealth,24,3,1,4,0.5,domain
gemini-3.1-flash-lite,US,de,Attentional,24,0,0,0,,domain
gemini-3.1-flash-lite,US,de,Epistemic,24,0,0,0,,domain
gemini-3.1-flash-lite,US,de,Legal,24,2,0,2,1.0,domain
gemini-3.1-flash-lite,US,de,Physical,24,0,0,0,,domain
gemini-3.1-flash-lite,US,de,Rank,24,0,0,0,,domain
gemini-3.1-flash-lite,US,de,Status,24,0,0,0,,domain
gemini-3.1-flash-lite,US,de,Wealth,24,0,0,0,,domain
gemini-3.1-flash-lite,US,he,Attentional,24,0,0,0,,domain
gemini-3.1-flash-lite,US,he,Epistemic,24,0,0,0,,domain
gemini-3.1-flash-lite,US,he,Legal,24,1,0,1,1.0,domain
gemini-3.1-flash-lite,US,he,Physical,24,0,0,0,,domain
gemini-3.1-flash-lite,US,he,Rank,24,0,0,0,,domain
gemini-3.1-flash-lite,US,he,Status,24,0,0,0,,domain
gemini-3.1-flash-lite,US,he,Wealth,24,0,0,0,,domain
gemini-3.1-flash-lite,US,pg,Attentional,24,0,0,0,,domain
gemini-3.1-flash-lite,US,pg,Epistemic,24,0,0,0,,domain
gemini-3.1-flash-lite,US,pg,Legal,24,0,0,0,,domain
gemini-3.1-flash-lite,US,pg,Physical,24,0,0,0,,domain
gemini-3.1-flash-lite,US,pg,Rank,24,0,0,0,,domain
gemini-3.1-flash-lite,US,pg,Status,24,0,1,1,-1.0,domain
gemini-3.1-flash-lite,US,pg,Wealth,24,0,1,1,-1.0,domain
gemma-4-31b,US,de,Attentional,24,0,1,1,-1.0,domain
gemma-4-31b,US,de,Epistemic,24,0,0,0,,domain
gemma-4-31b,US,de,Legal,24,1,0,1,1.0,domain
gemma-4-31b,US,de,Physical,24,0,0,0,,domain
gemma-4-31b,US,de,Rank,24,0,0,0,,domain
gemma-4-31b,US,de,Status,24,0,0,0,,domain
gemma-4-31b,US,de,Wealth,24,0,0,0,,domain
gemma-4-31b,US,he,Attentional,24,1,0,1,1.0,domain
gemma-4-31b,US,he,Epistemic,24,0,0,0,,domain
gemma-4-31b,US,he,Legal,24,0,1,1,-1.0,domain
gemma-4-31b,US,he,Physical,24,0,0,0,,domain
gemma-4-31b,US,he,Rank,24,0,0,0,,domain
gemma-4-31b,US,he,Status,24,0,0,0,,domain
gemma-4-31b,US,he,Wealth,24,1,0,1,1.0,domain
gemma-4-31b,US,pg,Attentional,24,0,0,0,,domain
gemma-4-31b,US,pg,Epistemic,24,0,0,0,,domain
gemma-4-31b,US,pg,Legal,24,1,2,3,-0.3333333333333333,domain
gemma-4-31b,US,pg,Physical,24,1,1,2,0.0,domain
gemma-4-31b,US,pg,Rank,24,0,0,0,,domain
gemma-4-31b,US,pg,Status,24,1,2,3,-0.3333333333333333,domain
gemma-4-31b,US,pg,Wealth,24,1,1,2,0.0,domain
glm-5.2,CN,de,Attentional,24,5,2,7,0.42857142857142855,domain
glm-5.2,CN,de,Epistemic,24,2,2,4,0.0,domain
glm-5.2,CN,de,Legal,24,6,2,8,0.5,domain
glm-5.2,CN,de,Physical,24,6,3,9,0.3333333333333333,domain
glm-5.2,CN,de,Rank,24,1,0,1,1.0,domain
glm-5.2,CN,de,Status,24,3,0,3,1.0,domain
glm-5.2,CN,de,Wealth,24,4,2,6,0.3333333333333333,domain
glm-5.2,CN,he,Attentional,24,0,0,0,,domain
glm-5.2,CN,he,Epistemic,24,1,0,1,1.0,domain
glm-5.2,CN,he,Legal,24,1,1,2,0.0,domain
glm-5.2,CN,he,Physical,24,2,1,3,0.3333333333333333,domain
glm-5.2,CN,he,Rank,24,1,0,1,1.0,domain
glm-5.2,CN,he,Status,24,1,0,1,1.0,domain
glm-5.2,CN,he,Wealth,24,1,0,1,1.0,domain
glm-5.2,CN,pg,Attentional,24,4,1,5,0.6,domain
glm-5.2,CN,pg,Epistemic,24,3,2,5,0.2,domain
glm-5.2,CN,pg,Legal,24,4,2,6,0.3333333333333333,domain
glm-5.2,CN,pg,Physical,24,3,2,5,0.2,domain
glm-5.2,CN,pg,Rank,24,4,2,6,0.3333333333333333,domain
glm-5.2,CN,pg,Status,24,0,0,0,,domain
glm-5.2,CN,pg,Wealth,24,7,2,9,0.5555555555555556,domain
gpt-5.6-luna,US,de,Attentional,24,1,0,1,1.0,domain
gpt-5.6-luna,US,de,Epistemic,24,1,0,1,1.0,domain
gpt-5.6-luna,US,de,Legal,24,2,0,2,1.0,domain
gpt-5.6-luna,US,de,Physical,24,0,0,0,,domain
gpt-5.6-luna,US,de,Rank,24,0,0,0,,domain
gpt-5.6-luna,US,de,Status,24,1,0,1,1.0,domain
gpt-5.6-luna,US,de,Wealth,24,3,0,3,1.0,domain
gpt-5.6-luna,US,he,Attentional,24,0,0,0,,domain
gpt-5.6-luna,US,he,Epistemic,24,0,1,1,-1.0,domain
gpt-5.6-luna,US,he,Legal,24,0,0,0,,domain
gpt-5.6-luna,US,he,Physical,24,0,0,0,,domain
gpt-5.6-luna,US,he,Rank,24,0,0,0,,domain
gpt-5.6-luna,US,he,Status,24,0,0,0,,domain
gpt-5.6-luna,US,he,Wealth,24,1,0,1,1.0,domain
gpt-5.6-luna,US,pg,Attentional,24,0,0,0,,domain
gpt-5.6-luna,US,pg,Epistemic,24,2,0,2,1.0,domain
gpt-5.6-luna,US,pg,Legal,24,2,0,2,1.0,domain
gpt-5.6-luna,US,pg,Physical,24,3,1,4,0.5,domain
gpt-5.6-luna,US,pg,Rank,24,3,2,5,0.2,domain
gpt-5.6-luna,US,pg,Status,24,5,0,5,1.0,domain
gpt-5.6-luna,US,pg,Wealth,24,2,1,3,0.3333333333333333,domain
gpt-5.6-sol,US,de,Attentional,24,1,0,1,1.0,domain
gpt-5.6-sol,US,de,Epistemic,24,2,0,2,1.0,domain
gpt-5.6-sol,US,de,Legal,24,1,1,2,0.0,domain
gpt-5.6-sol,US,de,Physical,24,1,0,1,1.0,domain
gpt-5.6-sol,US,de,Rank,24,2,0,2,1.0,domain
gpt-5.6-sol,US,de,Status,24,0,0,0,,domain
gpt-5.6-sol,US,de,Wealth,24,2,0,2,1.0,domain
gpt-5.6-sol,US,he,Attentional,24,0,0,0,,domain
gpt-5.6-sol,US,he,Epistemic,24,0,0,0,,domain
gpt-5.6-sol,US,he,Legal,24,0,1,1,-1.0,domain
gpt-5.6-sol,US,he,Physical,24,0,0,0,,domain
gpt-5.6-sol,US,he,Rank,24,0,0,0,,domain
gpt-5.6-sol,US,he,Status,24,1,0,1,1.0,domain
gpt-5.6-sol,US,he,Wealth,24,0,0,0,,domain
gpt-5.6-sol,US,pg,Attentional,24,5,0,5,1.0,domain
gpt-5.6-sol,US,pg,Epistemic,24,4,2,6,0.3333333333333333,domain
gpt-5.6-sol,US,pg,Legal,24,7,0,7,1.0,domain
gpt-5.6-sol,US,pg,Physical,24,1,1,2,0.0,domain
gpt-5.6-sol,US,pg,Rank,24,4,1,5,0.6,domain
gpt-5.6-sol,US,pg,Status,24,4,0,4,1.0,domain
gpt-5.6-sol,US,pg,Wealth,24,0,0,0,,domain
gpt-5.6-terra,US,de,Attentional,24,1,1,2,0.0,domain
gpt-5.6-terra,US,de,Epistemic,24,2,0,2,1.0,domain
gpt-5.6-terra,US,de,Legal,24,0,0,0,,domain
gpt-5.6-terra,US,de,Physical,24,0,0,0,,domain
gpt-5.6-terra,US,de,Rank,24,0,0,0,,domain
gpt-5.6-terra,US,de,Status,24,2,0,2,1.0,domain
gpt-5.6-terra,US,de,Wealth,24,1,0,1,1.0,domain
gpt-5.6-terra,US,he,Attentional,24,0,0,0,,domain
gpt-5.6-terra,US,he,Epistemic,24,0,0,0,,domain
gpt-5.6-terra,US,he,Legal,24,0,0,0,,domain
gpt-5.6-terra,US,he,Physical,24,0,0,0,,domain
gpt-5.6-terra,US,he,Rank,24,0,0,0,,domain
gpt-5.6-terra,US,he,Status,24,0,0,0,,domain
gpt-5.6-terra,US,he,Wealth,24,0,0,0,,domain
gpt-5.6-terra,US,pg,Attentional,24,1,1,2,0.0,domain
gpt-5.6-terra,US,pg,Epistemic,24,1,1,2,0.0,domain
gpt-5.6-terra,US,pg,Legal,24,1,0,1,1.0,domain
gpt-5.6-terra,US,pg,Physical,24,3,0,3,1.0,domain
gpt-5.6-terra,US,pg,Rank,24,2,1,3,0.3333333333333333,domain
gpt-5.6-terra,US,pg,Status,24,2,1,3,0.3333333333333333,domain
gpt-5.6-terra,US,pg,Wealth,24,1,1,2,0.0,domain
grok-4.3,US,de,Attentional,24,2,3,5,-0.2,domain
grok-4.3,US,de,Epistemic,24,2,1,3,0.3333333333333333,domain
grok-4.3,US,de,Legal,24,6,0,6,1.0,domain
grok-4.3,US,de,Physical,24,4,1,5,0.6,domain
grok-4.3,US,de,Rank,24,6,3,9,0.3333333333333333,domain
grok-4.3,US,de,Status,24,3,2,5,0.2,domain
grok-4.3,US,de,Wealth,24,2,1,3,0.3333333333333333,domain
grok-4.3,US,he,Attentional,24,0,0,0,,domain
grok-4.3,US,he,Epistemic,24,2,0,2,1.0,domain
grok-4.3,US,he,Legal,24,4,1,5,0.6,domain
grok-4.3,US,he,Physical,24,3,0,3,1.0,domain
grok-4.3,US,he,Rank,24,0,0,0,,domain
grok-4.3,US,he,Status,24,0,0,0,,domain
grok-4.3,US,he,Wealth,24,2,1,3,0.3333333333333333,domain
grok-4.3,US,pg,Attentional,24,2,0,2,1.0,domain
grok-4.3,US,pg,Epistemic,24,5,1,6,0.6666666666666666,domain
grok-4.3,US,pg,Legal,24,5,1,6,0.6666666666666666,domain
grok-4.3,US,pg,Physical,24,3,0,3,1.0,domain
grok-4.3,US,pg,Rank,24,3,1,4,0.5,domain
grok-4.3,US,pg,Status,24,1,0,1,1.0,domain
grok-4.3,US,pg,Wealth,24,0,1,1,-1.0,domain
haiku-4.5,US,de,Attentional,24,4,1,5,0.6,domain
haiku-4.5,US,de,Epistemic,24,1,0,1,1.0,domain
haiku-4.5,US,de,Legal,24,3,1,4,0.5,domain
haiku-4.5,US,de,Physical,24,3,1,4,0.5,domain
haiku-4.5,US,de,Rank,24,2,0,2,1.0,domain
haiku-4.5,US,de,Status,24,1,2,3,-0.3333333333333333,domain
haiku-4.5,US,de,Wealth,24,1,1,2,0.0,domain
haiku-4.5,US,he,Attentional,24,2,2,4,0.0,domain
haiku-4.5,US,he,Epistemic,24,2,0,2,1.0,domain
haiku-4.5,US,he,Legal,24,2,0,2,1.0,domain
haiku-4.5,US,he,Physical,24,5,1,6,0.6666666666666666,domain
haiku-4.5,US,he,Rank,24,1,1,2,0.0,domain
haiku-4.5,US,he,Status,24,0,0,0,,domain
haiku-4.5,US,he,Wealth,24,1,0,1,1.0,domain
haiku-4.5,US,pg,Attentional,24,6,1,7,0.7142857142857143,domain
haiku-4.5,US,pg,Epistemic,24,3,0,3,1.0,domain
haiku-4.5,US,pg,Legal,24,5,3,8,0.25,domain
haiku-4.5,US,pg,Physical,24,5,1,6,0.6666666666666666,domain
haiku-4.5,US,pg,Rank,24,4,1,5,0.6,domain
haiku-4.5,US,pg,Status,24,1,0,1,1.0,domain
haiku-4.5,US,pg,Wealth,24,6,0,6,1.0,domain
hy3,CN,de,Attentional,24,2,0,2,1.0,domain
hy3,CN,de,Epistemic,24,1,0,1,1.0,domain
hy3,CN,de,Legal,24,2,1,3,0.3333333333333333,domain
hy3,CN,de,Physical,24,5,2,7,0.42857142857142855,domain
hy3,CN,de,Rank,24,2,1,3,0.3333333333333333,domain
hy3,CN,de,Status,24,2,3,5,-0.2,domain
hy3,CN,de,Wealth,24,3,1,4,0.5,domain
hy3,CN,he,Attentional,24,0,0,0,,domain
hy3,CN,he,Epistemic,24,1,0,1,1.0,domain
hy3,CN,he,Legal,24,0,1,1,-1.0,domain
hy3,CN,he,Physical,24,4,0,4,1.0,domain
hy3,CN,he,Rank,24,0,0,0,,domain
hy3,CN,he,Status,24,1,0,1,1.0,domain
hy3,CN,he,Wealth,24,1,1,2,0.0,domain
hy3,CN,pg,Attentional,24,2,1,3,0.3333333333333333,domain
hy3,CN,pg,Epistemic,24,2,1,3,0.3333333333333333,domain
hy3,CN,pg,Legal,24,7,1,8,0.75,domain
hy3,CN,pg,Physical,24,1,2,3,-0.3333333333333333,domain
hy3,CN,pg,Rank,24,3,1,4,0.5,domain
hy3,CN,pg,Status,24,4,1,5,0.6,domain
hy3,CN,pg,Wealth,24,0,1,1,-1.0,domain
inkling,US,de,Attentional,24,3,0,3,1.0,domain
inkling,US,de,Epistemic,24,4,0,4,1.0,domain
inkling,US,de,Legal,24,3,1,4,0.5,domain
inkling,US,de,Physical,24,4,3,7,0.14285714285714285,domain
inkling,US,de,Rank,24,1,1,2,0.0,domain
inkling,US,de,Status,24,3,0,3,1.0,domain
inkling,US,de,Wealth,24,3,2,5,0.2,domain
inkling,US,he,Attentional,24,0,0,0,,domain
inkling,US,he,Epistemic,24,2,0,2,1.0,domain
inkling,US,he,Legal,24,1,0,1,1.0,domain
inkling,US,he,Physical,24,2,0,2,1.0,domain
inkling,US,he,Rank,24,0,1,1,-1.0,domain
inkling,US,he,Status,24,0,0,0,,domain
inkling,US,he,Wealth,24,1,0,1,1.0,domain
inkling,US,pg,Attentional,24,3,0,3,1.0,domain
inkling,US,pg,Epistemic,24,3,2,5,0.2,domain
inkling,US,pg,Legal,24,7,1,8,0.75,domain
inkling,US,pg,Physical,24,3,0,3,1.0,domain
inkling,US,pg,Rank,24,5,1,6,0.6666666666666666,domain
inkling,US,pg,Status,24,1,0,1,1.0,domain
inkling,US,pg,Wealth,24,1,3,4,-0.5,domain
kimi-k2.6,CN,de,Attentional,24,1,2,3,-0.3333333333333333,domain
kimi-k2.6,CN,de,Epistemic,24,4,0,4,1.0,domain
kimi-k2.6,CN,de,Legal,24,5,0,5,1.0,domain
kimi-k2.6,CN,de,Physical,24,4,2,6,0.3333333333333333,domain
kimi-k2.6,CN,de,Rank,24,4,1,5,0.6,domain
kimi-k2.6,CN,de,Status,24,3,4,7,-0.14285714285714285,domain
kimi-k2.6,CN,de,Wealth,24,4,1,5,0.6,domain
kimi-k2.6,CN,he,Attentional,24,0,0,0,,domain
kimi-k2.6,CN,he,Epistemic,24,1,0,1,1.0,domain
kimi-k2.6,CN,he,Legal,24,1,0,1,1.0,domain
kimi-k2.6,CN,he,Physical,24,1,0,1,1.0,domain
kimi-k2.6,CN,he,Rank,24,0,0,0,,domain
kimi-k2.6,CN,he,Status,24,2,0,2,1.0,domain
kimi-k2.6,CN,he,Wealth,24,0,0,0,,domain
kimi-k2.6,CN,pg,Attentional,24,6,1,7,0.7142857142857143,domain
kimi-k2.6,CN,pg,Epistemic,24,5,1,6,0.6666666666666666,domain
kimi-k2.6,CN,pg,Legal,24,6,0,6,1.0,domain
kimi-k2.6,CN,pg,Physical,24,4,0,4,1.0,domain
kimi-k2.6,CN,pg,Rank,24,7,1,8,0.75,domain
kimi-k2.6,CN,pg,Status,24,2,1,3,0.3333333333333333,domain
kimi-k2.6,CN,pg,Wealth,24,4,1,5,0.6,domain
kimi-k3,CN,de,Attentional,24,2,0,2,1.0,domain
kimi-k3,CN,de,Epistemic,24,2,1,3,0.3333333333333333,domain
kimi-k3,CN,de,Legal,24,4,0,4,1.0,domain
kimi-k3,CN,de,Physical,24,2,0,2,1.0,domain
kimi-k3,CN,de,Rank,24,2,0,2,1.0,domain
kimi-k3,CN,de,Status,24,2,0,2,1.0,domain
kimi-k3,CN,de,Wealth,24,4,0,4,1.0,domain
kimi-k3,CN,he,Attentional,24,0,0,0,,domain
kimi-k3,CN,he,Epistemic,24,0,1,1,-1.0,domain
kimi-k3,CN,he,Legal,24,0,0,0,,domain
kimi-k3,CN,he,Physical,24,0,0,0,,domain
kimi-k3,CN,he,Rank,24,0,0,0,,domain
kimi-k3,CN,he,Status,24,0,0,0,,domain
kimi-k3,CN,he,Wealth,24,1,2,3,-0.3333333333333333,domain
kimi-k3,CN,pg,Attentional,24,2,2,4,0.0,domain
kimi-k3,CN,pg,Epistemic,24,2,0,2,1.0,domain
kimi-k3,CN,pg,Legal,24,6,0,6,1.0,domain
kimi-k3,CN,pg,Physical,24,3,0,3,1.0,domain
kimi-k3,CN,pg,Rank,24,3,1,4,0.5,domain
kimi-k3,CN,pg,Status,24,3,0,3,1.0,domain
kimi-k3,CN,pg,Wealth,24,3,2,5,0.2,domain
ling-3.0-flash,CN,de,Attentional,24,6,4,10,0.2,domain
ling-3.0-flash,CN,de,Epistemic,24,3,2,5,0.2,domain
ling-3.0-flash,CN,de,Legal,24,5,1,6,0.6666666666666666,domain
ling-3.0-flash,CN,de,Physical,24,4,0,4,1.0,domain
ling-3.0-flash,CN,de,Rank,24,1,3,4,-0.5,domain
ling-3.0-flash,CN,de,Status,24,4,3,7,0.14285714285714285,domain
ling-3.0-flash,CN,de,Wealth,24,0,2,2,-1.0,domain
ling-3.0-flash,CN,he,Attentional,24,0,0,0,,domain
ling-3.0-flash,CN,he,Epistemic,24,1,1,2,0.0,domain
ling-3.0-flash,CN,he,Legal,24,7,2,9,0.5555555555555556,domain
ling-3.0-flash,CN,he,Physical,24,1,1,2,0.0,domain
ling-3.0-flash,CN,he,Rank,24,1,2,3,-0.3333333333333333,domain
ling-3.0-flash,CN,he,Status,24,0,1,1,-1.0,domain
ling-3.0-flash,CN,he,Wealth,24,0,2,2,-1.0,domain
ling-3.0-flash,CN,pg,Attentional,24,2,0,2,1.0,domain
ling-3.0-flash,CN,pg,Epistemic,24,2,1,3,0.3333333333333333,domain
ling-3.0-flash,CN,pg,Legal,24,1,2,3,-0.3333333333333333,domain
ling-3.0-flash,CN,pg,Physical,24,2,2,4,0.0,domain
ling-3.0-flash,CN,pg,Rank,24,5,2,7,0.42857142857142855,domain
ling-3.0-flash,CN,pg,Status,24,2,0,2,1.0,domain
ling-3.0-flash,CN,pg,Wealth,24,2,4,6,-0.3333333333333333,domain
mimo-v2.5-pro,CN,de,Attentional,24,6,0,6,1.0,domain
mimo-v2.5-pro,CN,de,Epistemic,24,3,0,3,1.0,domain
mimo-v2.5-pro,CN,de,Legal,24,2,2,4,0.0,domain
mimo-v2.5-pro,CN,de,Physical,24,3,0,3,1.0,domain
mimo-v2.5-pro,CN,de,Rank,24,1,0,1,1.0,domain
mimo-v2.5-pro,CN,de,Status,24,3,1,4,0.5,domain
mimo-v2.5-pro,CN,de,Wealth,24,0,1,1,-1.0,domain
mimo-v2.5-pro,CN,he,Attentional,24,0,0,0,,domain
mimo-v2.5-pro,CN,he,Epistemic,24,0,0,0,,domain
mimo-v2.5-pro,CN,he,Legal,24,1,0,1,1.0,domain
mimo-v2.5-pro,CN,he,Physical,24,0,1,1,-1.0,domain
mimo-v2.5-pro,CN,he,Rank,24,1,0,1,1.0,domain
mimo-v2.5-pro,CN,he,Status,24,0,0,0,,domain
mimo-v2.5-pro,CN,he,Wealth,24,2,1,3,0.3333333333333333,domain
mimo-v2.5-pro,CN,pg,Attentional,24,1,1,2,0.0,domain
mimo-v2.5-pro,CN,pg,Epistemic,24,1,1,2,0.0,domain
mimo-v2.5-pro,CN,pg,Legal,24,4,0,4,1.0,domain
mimo-v2.5-pro,CN,pg,Physical,24,4,0,4,1.0,domain
mimo-v2.5-pro,CN,pg,Rank,24,3,1,4,0.5,domain
mimo-v2.5-pro,CN,pg,Status,24,0,0,0,,domain
mimo-v2.5-pro,CN,pg,Wealth,24,6,0,6,1.0,domain
minimax-m3,CN,de,Attentional,24,2,0,2,1.0,domain
minimax-m3,CN,de,Epistemic,24,5,2,7,0.42857142857142855,domain
minimax-m3,CN,de,Legal,24,3,2,5,0.2,domain
minimax-m3,CN,de,Physical,24,2,1,3,0.3333333333333333,domain
minimax-m3,CN,de,Rank,24,2,2,4,0.0,domain
minimax-m3,CN,de,Status,24,1,3,4,-0.5,domain
minimax-m3,CN,de,Wealth,24,4,4,8,0.0,domain
minimax-m3,CN,he,Attentional,24,0,0,0,,domain
minimax-m3,CN,he,Epistemic,24,0,0,0,,domain
minimax-m3,CN,he,Legal,24,2,0,2,1.0,domain
minimax-m3,CN,he,Physical,24,0,1,1,-1.0,domain
minimax-m3,CN,he,Rank,24,0,0,0,,domain
minimax-m3,CN,he,Status,24,1,0,1,1.0,domain
minimax-m3,CN,he,Wealth,24,0,1,1,-1.0,domain
minimax-m3,CN,pg,Attentional,24,2,0,2,1.0,domain
minimax-m3,CN,pg,Epistemic,24,7,2,9,0.5555555555555556,domain
minimax-m3,CN,pg,Legal,24,6,3,9,0.3333333333333333,domain
minimax-m3,CN,pg,Physical,24,3,0,3,1.0,domain
minimax-m3,CN,pg,Rank,24,2,3,5,-0.2,domain
minimax-m3,CN,pg,Status,24,3,4,7,-0.14285714285714285,domain
minimax-m3,CN,pg,Wealth,24,4,3,7,0.14285714285714285,domain
nemotron-3-ultra,US,de,Attentional,24,2,0,2,1.0,domain
nemotron-3-ultra,US,de,Epistemic,24,1,0,1,1.0,domain
nemotron-3-ultra,US,de,Legal,24,1,1,2,0.0,domain
nemotron-3-ultra,US,de,Physical,24,0,2,2,-1.0,domain
nemotron-3-ultra,US,de,Rank,24,1,2,3,-0.3333333333333333,domain
nemotron-3-ultra,US,de,Status,24,1,0,1,1.0,domain
nemotron-3-ultra,US,de,Wealth,24,4,1,5,0.6,domain
nemotron-3-ultra,US,he,Attentional,24,0,0,0,,domain
nemotron-3-ultra,US,he,Epistemic,24,0,0,0,,domain
nemotron-3-ultra,US,he,Legal,24,2,0,2,1.0,domain
nemotron-3-ultra,US,he,Physical,24,1,0,1,1.0,domain
nemotron-3-ultra,US,he,Rank,24,0,0,0,,domain
nemotron-3-ultra,US,he,Status,24,0,1,1,-1.0,domain
nemotron-3-ultra,US,he,Wealth,24,1,1,2,0.0,domain
nemotron-3-ultra,US,pg,Attentional,24,1,1,2,0.0,domain
nemotron-3-ultra,US,pg,Epistemic,24,1,0,1,1.0,domain
